question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
q725,"As of day 33, what was true about api_8 in medium?",v3,v27,33,api_8,medium
q726,"As of day 36, what was true about incident_3 in fast?",v28,v36,36,incident_3,fast
q727,"As of day 34, what was true about incident_12 in fast?",v20,v41,34,incident_12,fast
q728,"As of day 42, what was true about status_2 in fast?",v30,v38,42,status_2,fast
q729,"As of day 20, what was true about incident_18 in fast?",v8,v32,20,incident_18,fast
q730,"As of day 58, what was true about status_3 in fast?",v40,v41,58,status_3,fast
q731,"As of day 2, what was true about incident_19 in fast?",v2,v40,2,incident_19,fast
q732,"As of day 49, what was true about incident_6 in fast?",v36,v38,49,incident_6,fast
q734,"As of day 58, what was true about status_3 in fast?",v40,v41,58,status_3,fast
q735,"As of day 28, what was true about status_14 in fast?",v20,v40,28,status_14,fast
q736,"As of day 1, what was true about model_8 in medium?",v1,v23,1,model_8,medium
q737,"As of day 9, what was true about docs_9 in fast?",v4,v36,9,docs_9,fast
q738,"As of day 49, what was true about model_7 in medium?",v16,v20,49,model_7,medium
q739,"As of day 43, what was true about pricing_13 in medium?",v16,v20,43,pricing_13,medium
q740,"As of day 15, what was true about docs_5 in fast?",v7,v36,15,docs_5,fast
q741,"As of day 40, what was true about status_6 in fast?",v23,v39,40,status_6,fast
q742,"As of day 41, what was true about pricing_3 in medium?",v20,v28,41,pricing_3,medium
q743,"As of day 53, what was true about status_23 in fast?",v34,v43,53,status_23,fast
q744,"As of day 45, what was true about incident_11 in fast?",v26,v34,45,incident_11,fast
q745,"As of day 34, what was true about docs_16 in fast?",v17,v36,34,docs_16,fast
q746,"As of day 9, what was true about hardware_15 in slow?",v3,v18,9,hardware_15,slow
q747,"As of day 57, what was true about docs_14 in fast?",v28,v31,57,docs_14,fast
q748,"As of day 2, what was true about incident_0 in fast?",v1,v28,2,incident_0,fast
q749,"As of day 15, what was true about model_3 in medium?",v4,v19,15,model_3,medium
q750,"As of day 1, what was true about api_5 in medium?",v1,v15,1,api_5,medium
q751,"As of day 3, what was true about status_5 in fast?",v2,v40,3,status_5,fast
q752,"As of day 38, what was true about status_24 in fast?",v24,v47,38,status_24,fast
q753,"As of day 41, what was true about model_26 in medium?",v18,v24,41,model_26,medium
q754,"As of day 8, what was true about status_6 in fast?",v6,v39,8,status_6,fast
q755,"As of day 12, what was true about api_22 in medium?",v4,v24,12,api_22,medium
q756,"As of day 32, what was true about docs_10 in fast?",v17,v33,32,docs_10,fast
q757,"As of day 38, what was true about incident_8 in fast?",v30,v45,38,incident_8,fast
q758,"As of day 22, what was true about model_4 in medium?",v12,v29,22,model_4,medium
q759,"As of day 44, what was true about incident_10 in fast?",v24,v43,44,incident_10,fast
q760,"As of day 13, what was true about spec_20 in slow?",v6,v15,13,spec_20,slow
q761,"As of day 47, what was true about api_8 in medium?",v3,v27,47,api_8,medium
q762,"As of day 57, what was true about pricing_10 in medium?",v22,v24,57,pricing_10,medium
q763,"As of day 29, what was true about pricing_16 in medium?",v13,v25,29,pricing_16,medium
q764,"As of day 21, what was true about model_11 in medium?",v9,v31,21,model_11,medium
q765,"As of day 50, what was true about model_16 in medium?",v17,v33,50,model_16,medium
q766,"As of day 35, what was true about docs_14 in fast?",v20,v31,35,docs_14,fast
q767,"As of day 11, what was true about docs_6 in fast?",v4,v28,11,docs_6,fast
q768,"As of day 34, what was true about status_5 in fast?",v28,v40,34,status_5,fast
q769,"As of day 32, what was true about status_12 in fast?",v17,v35,32,status_12,fast
q770,"As of day 21, what was true about incident_23 in fast?",v13,v35,21,incident_23,fast
q771,"As of day 18, what was true about spec_15 in slow?",v8,v20,18,spec_15,slow
q772,"As of day 14, what was true about status_1 in fast?",v9,v39,14,status_1,fast
q773,"As of day 11, what was true about docs_12 in fast?",v7,v36,11,docs_12,fast
q774,"As of day 33, what was true about incident_4 in fast?",v21,v44,33,incident_4,fast
q775,"As of day 44, what was true about hardware_27 in slow?",v12,v17,44,hardware_27,slow
q776,"As of day 42, what was true about incident_17 in fast?",v29,v39,42,incident_17,fast
q777,"As of day 50, what was true about hardware_14 in slow?",v11,v15,50,hardware_14,slow
q778,"As of day 39, what was true about status_7 in fast?",v23,v40,39,status_7,fast
q779,"As of day 2, what was true about hardware_7 in slow?",v1,v13,2,hardware_7,slow
q780,"As of day 47, what was true about docs_7 in fast?",v30,v40,47,docs_7,fast
q781,"As of day 44, what was true about incident_19 in fast?",v29,v40,44,incident_19,fast
q782,"As of day 8, what was true about docs_13 in fast?",v6,v42,8,docs_13,fast
q783,"As of day 27, what was true about status_23 in fast?",v19,v43,27,status_23,fast
q784,"As of day 1, what was true about incident_0 in fast?",v1,v28,1,incident_0,fast
q785,"As of day 33, what was true about api_16 in medium?",v20,v35,33,api_16,medium
q786,"As of day 13, what was true about status_19 in fast?",v11,v42,13,status_19,fast
q787,"As of day 10, what was true about spec_23 in slow?",v3,v17,10,spec_23,slow
q788,"As of day 8, what was true about api_11 in medium?",v2,v20,8,api_11,medium
q789,"As of day 3, what was true about docs_17 in fast?",v3,v48,3,docs_17,fast
q790,"As of day 54, what was true about pricing_1 in medium?",v17,v27,54,pricing_1,medium
q791,"As of day 30, what was true about pricing_0 in medium?",v9,v23,30,pricing_0,medium
q792,"As of day 56, what was true about spec_0 in slow?",v2,v14,56,spec_0,slow
q793,"As of day 25, what was true about pricing_6 in medium?",v10,v26,25,pricing_6,medium
q794,"As of day 46, what was true about incident_6 in fast?",v27,v38,46,incident_6,fast
q795,"As of day 12, what was true about api_11 in medium?",v2,v20,12,api_11,medium
q796,"As of day 50, what was true about status_21 in fast?",v40,v48,50,status_21,fast
q797,"As of day 5, what was true about incident_8 in fast?",v5,v45,5,incident_8,fast
q798,"As of day 12, what was true about docs_14 in fast?",v7,v31,12,docs_14,fast
q799,"As of day 43, what was true about incident_14 in fast?",v31,v45,43,incident_14,fast
q800,"As of day 11, what was true about api_1 in medium?",v1,v17,11,api_1,medium
q801,"As of day 37, what was true about incident_23 in fast?",v20,v35,37,incident_23,fast
q802,"As of day 30, what was true about incident_11 in fast?",v19,v34,30,incident_11,fast
q803,"As of day 33, what was true about spec_7 in slow?",v1,v20,33,spec_7,slow
q804,"As of day 44, what was true about incident_4 in fast?",v29,v44,44,incident_4,fast
q805,"As of day 48, what was true about pricing_7 in medium?",v14,v18,48,pricing_7,medium
q806,"As of day 6, what was true about pricing_14 in medium?",v4,v23,6,pricing_14,medium
q807,"As of day 1, what was true about docs_16 in fast?",v1,v36,1,docs_16,fast
q808,"As of day 8, what was true about hardware_3 in slow?",v3,v13,8,hardware_3,slow
q809,"As of day 37, what was true about docs_12 in fast?",v23,v36,37,docs_12,fast
q810,"As of day 42, what was true about model_24 in medium?",v19,v27,42,model_24,medium
q812,"As of day 16, what was true about api_12 in medium?",v1,v27,16,api_12,medium
q813,"As of day 58, what was true about spec_5 in slow?",v1,v13,58,spec_5,slow
q814,"As of day 8, what was true about model_8 in medium?",v4,v23,8,model_8,medium
q815,"As of day 39, what was true about api_27 in medium?",v12,v23,39,api_27,medium
q816,"As of day 12, what was true about incident_23 in fast?",v5,v35,12,incident_23,fast
q817,"As of day 28, what was true about api_5 in medium?",v3,v15,28,api_5,medium
q818,"As of day 37, what was true about docs_0 in fast?",v26,v41,37,docs_0,fast
q820,"As of day 22, what was true about incident_22 in fast?",v13,v34,22,incident_22,fast
q821,"As of day 1, what was true about incident_17 in fast?",v1,v39,1,incident_17,fast
q822,"As of day 1, what was true about pricing_7 in medium?",v1,v18,1,pricing_7,medium
q823,"As of day 23, what was true about incident_5 in fast?",v18,v41,23,incident_5,fast
q824,"As of day 46, what was true about hardware_25 in slow?",v16,v19,46,hardware_25,slow
q825,"As of day 54, what was true about api_1 in medium?",v1,v17,54,api_1,medium
q826,"As of day 50, what was true about pricing_6 in medium?",v23,v26,50,pricing_6,medium
q827,"As of day 58, what was true about status_11 in fast?",v39,v41,58,status_11,fast
q828,"As of day 43, what was true about api_15 in medium?",v17,v29,43,api_15,medium
q829,"As of day 8, what was true about status_20 in fast?",v7,v37,8,status_20,fast
q831,"As of day 29, what was true about status_13 in fast?",v24,v50,29,status_13,fast
q832,"As of day 4, what was true about incident_14 in fast?",v3,v45,4,incident_14,fast
q833,"As of day 56, what was true about model_7 in medium?",v23,v20,56,model_7,medium
q834,"As of day 37, what was true about api_17 in medium?",v15,v26,37,api_17,medium
q835,"As of day 13, what was true about incident_20 in fast?",v8,v34,13,incident_20,fast
q836,"As of day 23, what was true about status_7 in fast?",v13,v40,23,status_7,fast
q837,"As of day 50, what was true about status_9 in fast?",v30,v42,50,status_9,fast
q838,"As of day 28, what was true about docs_14 in fast?",v16,v31,28,docs_14,fast
q839,"As of day 14, what was true about status_22 in fast?",v8,v38,14,status_22,fast
q840,"As of day 10, what was true about status_20 in fast?",v9,v37,10,status_20,fast
q842,"As of day 30, what was true about pricing_17 in medium?",v13,v26,30,pricing_17,medium
q843,"As of day 54, what was true about spec_3 in slow?",v3,v7,54,spec_3,slow
q844,"As of day 49, what was true about spec_8 in slow?",v1,v22,49,spec_8,slow
q845,"As of day 7, what was true about spec_19 in slow?",v1,v15,7,spec_19,slow
q846,"As of day 17, what was true about spec_6 in slow?",v2,v10,17,spec_6,slow
q847,"As of day 47, what was true about hardware_12 in slow?",v10,v15,47,hardware_12,slow
q848,"As of day 21, what was true about incident_18 in fast?",v8,v32,21,incident_18,fast
q849,"As of day 52, what was true about status_17 in fast?",v26,v32,52,status_17,fast
q850,"As of day 46, what was true about hardware_0 in slow?",v11,v15,46,hardware_0,slow
q851,"As of day 15, what was true about hardware_16 in slow?",v3,v19,15,hardware_16,slow
q852,"As of day 26, what was true about api_8 in medium?",v3,v27,26,api_8,medium
q853,"As of day 31, what was true about status_8 in fast?",v24,v41,31,status_8,fast
q854,"As of day 28, what was true about docs_12 in fast?",v18,v36,28,docs_12,fast
q855,"As of day 4, what was true about api_5 in medium?",v1,v15,4,api_5,medium
q856,"As of day 11, what was true about status_2 in fast?",v9,v38,11,status_2,fast
q857,"As of day 1, what was true about api_13 in medium?",v1,v26,1,api_13,medium
q858,"As of day 44, what was true about spec_15 in slow?",v6,v20,44,spec_15,slow
q859,"As of day 48, what was true about docs_3 in fast?",v24,v42,48,docs_3,fast
q860,"As of day 39, what was true about docs_7 in fast?",v24,v40,39,docs_7,fast
q861,"As of day 1, what was true about model_20 in medium?",v1,v28,1,model_20,medium
q862,"As of day 8, what was true about status_2 in fast?",v6,v38,8,status_2,fast
q863,"As of day 17, what was true about model_2 in medium?",v5,v19,17,model_2,medium
q864,"As of day 47, what was true about docs_0 in fast?",v31,v41,47,docs_0,fast
q865,"As of day 40, what was true about hardware_2 in slow?",v7,v13,40,hardware_2,slow
q866,"As of day 52, what was true about model_23 in medium?",v27,v30,52,model_23,medium
q867,"As of day 43, what was true about spec_15 in slow?",v6,v20,43,spec_15,slow
q868,"As of day 39, what was true about model_16 in medium?",v14,v33,39,model_16,medium
q869,"As of day 12, what was true about spec_9 in slow?",v3,v14,12,spec_9,slow
q870,"As of day 38, what was true about pricing_16 in medium?",v18,v25,38,pricing_16,medium
q871,"As of day 39, what was true about status_0 in fast?",v28,v39,39,status_0,fast
q872,"As of day 51, what was true about docs_5 in fast?",v32,v36,51,docs_5,fast
q873,"As of day 57, what was true about model_18 in medium?",v22,v23,57,model_18,medium
q874,"As of day 43, what was true about pricing_0 in medium?",v17,v23,43,pricing_0,medium
q875,"As of day 28, what was true about api_29 in medium?",v10,v25,28,api_29,medium
q876,"As of day 5, what was true about spec_7 in slow?",v1,v20,5,spec_7,slow
q877,"As of day 29, what was true about model_23 in medium?",v13,v30,29,model_23,medium
q878,"As of day 44, what was true about spec_0 in slow?",v2,v14,44,spec_0,slow
q879,"As of day 2, what was true about spec_12 in slow?",v1,v7,2,spec_12,slow
q880,"As of day 16, what was true about api_21 in medium?",v10,v27,16,api_21,medium
q881,"As of day 47, what was true about api_26 in medium?",v18,v23,47,api_26,medium
q882,"As of day 14, what was true about model_19 in medium?",v6,v23,14,model_19,medium
q883,"As of day 19, what was true about status_17 in fast?",v10,v32,19,status_17,fast
q884,"As of day 41, what was true about hardware_29 in slow?",v11,v18,41,hardware_29,slow
q885,"As of day 2, what was true about incident_2 in fast?",v1,v39,2,incident_2,fast
q886,"As of day 28, what was true about status_18 in fast?",v18,v41,28,status_18,fast
q887,"As of day 23, what was true about hardware_18 in slow?",v7,v20,23,hardware_18,slow
q888,"As of day 56, what was true about incident_15 in fast?",v35,v38,56,incident_15,fast
q889,"As of day 25, what was true about docs_2 in fast?",v16,v40,25,docs_2,fast
q890,"As of day 1, what was true about spec_4 in slow?",v1,v18,1,spec_4,slow
q891,"As of day 17, what was true about api_20 in medium?",v8,v20,17,api_20,medium
q892,"As of day 52, what was true about incident_8 in fast?",v35,v45,52,incident_8,fast
q893,"As of day 23, what was true about hardware_16 in slow?",v4,v19,23,hardware_16,slow
q894,"As of day 15, what was true about incident_4 in fast?",v12,v44,15,incident_4,fast
q895,"As of day 24, what was true about status_8 in fast?",v14,v41,24,status_8,fast
q896,"As of day 28, what was true about status_13 in fast?",v10,v50,28,status_13,fast
q897,"As of day 39, what was true about docs_15 in fast?",v30,v38,39,docs_15,fast
q898,"As of day 9, what was true about model_11 in medium?",v6,v31,9,model_11,medium
q899,"As of day 28, what was true about incident_6 in fast?",v15,v38,28,incident_6,fast
q900,"As of day 20, what was true about hardware_22 in slow?",v2,v10,20,hardware_22,slow
q901,"As of day 49, what was true about model_0 in medium?",v10,v29,49,model_0,medium
q902,"As of day 38, what was true about model_2 in medium?",v17,v19,38,model_2,medium
q903,"As of day 5, what was true about api_10 in medium?",v1,v22,5,api_10,medium
q904,"As of day 12, what was true about model_12 in medium?",v7,v24,12,model_12,medium
q905,"As of day 12, what was true about docs_14 in fast?",v7,v31,12,docs_14,fast
q906,"As of day 39, what was true about docs_19 in fast?",v24,v37,39,docs_19,fast
q907,"As of day 53, what was true about api_18 in medium?",v25,v29,53,api_18,medium
q908,"As of day 39, what was true about status_1 in fast?",v27,v39,39,status_1,fast
q909,"As of day 41, what was true about hardware_8 in slow?",v12,v11,41,hardware_8,slow
q910,"As of day 48, what was true about incident_7 in fast?",v27,v36,48,incident_7,fast
q911,"As of day 2, what was true about hardware_5 in slow?",v1,v16,2,hardware_5,slow
q912,"As of day 36, what was true about model_11 in medium?",v18,v31,36,model_11,medium
q913,"As of day 11, what was true about model_7 in medium?",v5,v20,11,model_7,medium
q914,"As of day 39, what was true about incident_22 in fast?",v20,v34,39,incident_22,fast
q915,"As of day 23, what was true about model_22 in medium?",v8,v27,23,model_22,medium
q916,"As of day 19, what was true about incident_7 in fast?",v17,v36,19,incident_7,fast
q917,"As of day 46, what was true about incident_11 in fast?",v27,v34,46,incident_11,fast
q918,"As of day 5, what was true about api_1 in medium?",v1,v17,5,api_1,medium
q919,"As of day 54, what was true about incident_16 in fast?",v31,v35,54,incident_16,fast
q920,"As of day 50, what was true about spec_14 in slow?",v2,v10,50,spec_14,slow
q921,"As of day 41, what was true about hardware_8 in slow?",v12,v11,41,hardware_8,slow
q922,"As of day 15, what was true about status_21 in fast?",v10,v48,15,status_21,fast
q923,"As of day 53, what was true about status_5 in fast?",v43,v40,53,status_5,fast
q924,"As of day 10, what was true about model_7 in medium?",v4,v20,10,model_7,medium
q925,"As of day 11, what was true about pricing_16 in medium?",v4,v25,11,pricing_16,medium
q926,"As of day 2, what was true about model_26 in medium?",v1,v24,2,model_26,medium
q927,"As of day 18, what was true about incident_9 in fast?",v9,v37,18,incident_9,fast
q928,"As of day 58, what was true about api_15 in medium?",v24,v29,58,api_15,medium
q929,"As of day 17, what was true about docs_1 in fast?",v14,v40,17,docs_1,fast
q930,"As of day 18, what was true about incident_24 in fast?",v11,v41,18,incident_24,fast
q931,"As of day 54, what was true about pricing_4 in medium?",v25,v28,54,pricing_4,medium
q932,"As of day 9, what was true about pricing_19 in medium?",v3,v22,9,pricing_19,medium
q933,"As of day 46, what was true about incident_19 in fast?",v38,v40,46,incident_19,fast
q934,"As of day 17, what was true about hardware_21 in slow?",v7,v15,17,hardware_21,slow
q935,"As of day 24, what was true about pricing_17 in medium?",v9,v26,24,pricing_17,medium
q937,"As of day 13, what was true about status_1 in fast?",v10,v39,13,status_1,fast
q938,"As of day 9, what was true about status_5 in fast?",v6,v40,9,status_5,fast
q939,"As of day 35, what was true about incident_4 in fast?",v22,v44,35,incident_4,fast
q940,"As of day 6, what was true about pricing_7 in medium?",v3,v18,6,pricing_7,medium
q941,"As of day 54, what was true about model_0 in medium?",v27,v29,54,model_0,medium
q942,"As of day 49, what was true about docs_13 in fast?",v34,v42,49,docs_13,fast
q943,"As of day 42, what was true about incident_6 in fast?",v24,v38,42,incident_6,fast
q944,"As of day 42, what was true about docs_8 in fast?",v29,v43,42,docs_8,fast
q945,"As of day 22, what was true about incident_7 in fast?",v17,v36,22,incident_7,fast
q946,"As of day 18, what was true about docs_4 in fast?",v10,v49,18,docs_4,fast
q947,"As of day 41, what was true about incident_5 in fast?",v26,v41,41,incident_5,fast
q948,"As of day 36, what was true about spec_23 in slow?",v12,v17,36,spec_23,slow
q949,"As of day 13, what was true about hardware_20 in slow?",v2,v12,13,hardware_20,slow
q950,"As of day 7, what was true about spec_28 in slow?",v2,v16,7,spec_28,slow
q951,"As of day 34, what was true about status_22 in fast?",v28,v38,34,status_22,fast
q952,"As of day 40, what was true about docs_5 in fast?",v26,v36,40,docs_5,fast
q953,"As of day 30, what was true about docs_10 in fast?",v16,v33,30,docs_10,fast
q954,"As of day 46, what was true about incident_19 in fast?",v38,v40,46,incident_19,fast
q955,"As of day 57, what was true about hardware_10 in slow?",v9,v10,57,hardware_10,slow
q956,"As of day 50, what was true about model_10 in medium?",v22,v30,50,model_10,medium
q957,"As of day 35, what was true about pricing_18 in medium?",v14,v23,35,pricing_18,medium
q958,"As of day 28, what was true about spec_11 in slow?",v4,v20,28,spec_11,slow
q959,"As of day 14, what was true about status_18 in fast?",v9,v41,14,status_18,fast
q960,"As of day 45, what was true about status_11 in fast?",v32,v41,45,status_11,fast
q961,"As of day 2, what was true about docs_6 in fast?",v2,v28,2,docs_6,fast
q962,"As of day 22, what was true about docs_6 in fast?",v10,v28,22,docs_6,fast
q963,"As of day 33, what was true about status_24 in fast?",v23,v47,33,status_24,fast
q964,"As of day 50, what was true about spec_19 in slow?",v12,v15,50,spec_19,slow
q965,"As of day 47, what was true about pricing_3 in medium?",v12,v28,47,pricing_3,medium
q966,"As of day 32, what was true about api_7 in medium?",v4,v23,32,api_7,medium
q967,"As of day 20, what was true about model_20 in medium?",v7,v28,20,model_20,medium
q968,"As of day 5, what was true about incident_6 in fast?",v3,v38,5,incident_6,fast
q969,"As of day 28, what was true about api_4 in medium?",v9,v21,28,api_4,medium
q970,"As of day 19, what was true about incident_12 in fast?",v11,v41,19,incident_12,fast
q971,"As of day 16, what was true about docs_13 in fast?",v11,v42,16,docs_13,fast
q972,"As of day 27, what was true about status_10 in fast?",v23,v37,27,status_10,fast
q974,"As of day 25, what was true about model_17 in medium?",v10,v24,25,model_17,medium
q975,"As of day 49, what was true about docs_3 in fast?",v35,v42,49,docs_3,fast
q976,"As of day 6, what was true about model_22 in medium?",v4,v27,6,model_22,medium
q977,"As of day 40, what was true about docs_9 in fast?",v26,v36,40,docs_9,fast
q978,"As of day 34, what was true about incident_5 in fast?",v23,v41,34,incident_5,fast
q979,"As of day 48, what was true about docs_5 in fast?",v26,v36,48,docs_5,fast
q980,"As of day 19, what was true about docs_0 in fast?",v12,v41,19,docs_0,fast
q982,"As of day 22, what was true about docs_6 in fast?",v10,v28,22,docs_6,fast
q983,"As of day 3, what was true about api_18 in medium?",v1,v29,3,api_18,medium
q984,"As of day 4, what was true about pricing_2 in medium?",v2,v29,4,pricing_2,medium
q985,"As of day 40, what was true about incident_18 in fast?",v30,v32,40,incident_18,fast
q986,"As of day 8, what was true about hardware_10 in slow?",v3,v10,8,hardware_10,slow
q987,"As of day 11, what was true about docs_18 in fast?",v7,v33,11,docs_18,fast
q988,"As of day 59, what was true about hardware_14 in slow?",v14,v15,59,hardware_14,slow
q989,"As of day 21, what was true about api_16 in medium?",v5,v35,21,api_16,medium
q990,"As of day 36, what was true about status_13 in fast?",v16,v50,36,status_13,fast
q991,"As of day 8, what was true about pricing_2 in medium?",v2,v29,8,pricing_2,medium
q992,"As of day 19, what was true about pricing_15 in medium?",v8,v19,19,pricing_15,medium
q993,"As of day 45, what was true about docs_17 in fast?",v34,v48,45,docs_17,fast
q994,"As of day 47, what was true about incident_24 in fast?",v34,v41,47,incident_24,fast
q995,"As of day 49, what was true about status_14 in fast?",v33,v40,49,status_14,fast
q996,"As of day 3, what was true about status_0 in fast?",v2,v39,3,status_0,fast
q997,"As of day 26, what was true about model_24 in medium?",v11,v27,26,model_24,medium
q998,"As of day 1, what was true about incident_15 in fast?",v1,v38,1,incident_15,fast
q999,"As of day 50, what was true about model_13 in medium?",v24,v28,50,model_13,medium
q1000,"As of day 52, what was true about status_7 in fast?",v31,v40,52,status_7,fast
q1001,"As of day 26, what was true about incident_9 in fast?",v13,v37,26,incident_9,fast
q1002,"As of day 54, what was true about model_23 in medium?",v28,v30,54,model_23,medium
q1003,"As of day 11, what was true about spec_0 in slow?",v2,v14,11,spec_0,slow
q1004,"As of day 12, what was true about spec_23 in slow?",v4,v17,12,spec_23,slow
q1005,"As of day 51, what was true about api_1 in medium?",v1,v17,51,api_1,medium
q1006,"As of day 15, what was true about model_17 in medium?",v6,v24,15,model_17,medium
q1007,"As of day 15, what was true about status_4 in fast?",v10,v41,15,status_4,fast
q1008,"As of day 43, what was true about status_13 in fast?",v18,v50,43,status_13,fast
q1009,"As of day 52, what was true about api_0 in medium?",v2,v20,52,api_0,medium
q1010,"As of day 54, what was true about incident_1 in fast?",v33,v35,54,incident_1,fast
q1011,"As of day 50, what was true about docs_2 in fast?",v35,v40,50,docs_2,fast
q1012,"As of day 37, what was true about docs_8 in fast?",v28,v43,37,docs_8,fast
q1013,"As of day 46, what was true about spec_19 in slow?",v11,v15,46,spec_19,slow
q1014,"As of day 29, what was true about model_12 in medium?",v14,v24,29,model_12,medium
q1015,"As of day 48, what was true about status_1 in fast?",v31,v39,48,status_1,fast
q1016,"As of day 1, what was true about spec_13 in slow?",v1,v13,1,spec_13,slow
q1017,"As of day 5, what was true about spec_26 in slow?",v4,v9,5,spec_26,slow
q1018,"As of day 1, what was true about docs_11 in fast?",v1,v36,1,docs_11,fast
q1019,"As of day 15, what was true about model_6 in medium?",v4,v21,15,model_6,medium
q1020,"As of day 33, what was true about model_19 in medium?",v9,v23,33,model_19,medium
q1021,"As of day 10, what was true about spec_23 in slow?",v3,v17,10,spec_23,slow
q1022,"As of day 9, what was true about incident_3 in fast?",v5,v36,9,incident_3,fast
q1023,"As of day 55, what was true about incident_14 in fast?",v39,v45,55,incident_14,fast
q1024,"As of day 15, what was true about incident_12 in fast?",v8,v41,15,incident_12,fast
q1025,"As of day 9, what was true about spec_15 in slow?",v4,v20,9,spec_15,slow
q1026,"As of day 38, what was true about status_21 in fast?",v27,v48,38,status_21,fast
q1027,"As of day 2, what was true about api_2 in medium?",v1,v12,2,api_2,medium
q1028,"As of day 41, what was true about docs_9 in fast?",v27,v36,41,docs_9,fast
q1029,"As of day 17, what was true about api_27 in medium?",v8,v23,17,api_27,medium
q1030,"As of day 19, what was true about model_4 in medium?",v10,v29,19,model_4,medium
q1031,"As of day 18, what was true about hardware_4 in slow?",v2,v14,18,hardware_4,slow
q1032,"As of day 12, what was true about status_14 in fast?",v11,v40,12,status_14,fast
q1033,"As of day 43, what was true about spec_16 in slow?",v7,v18,43,spec_16,slow
q1034,"As of day 54, what was true about pricing_3 in medium?",v14,v28,54,pricing_3,medium
q1035,"As of day 44, what was true about status_4 in fast?",v29,v41,44,status_4,fast
q1036,"As of day 24, what was true about status_19 in fast?",v15,v42,24,status_19,fast
q1037,"As of day 55, what was true about incident_6 in fast?",v33,v38,55,incident_6,fast
q1038,"As of day 22, what was true about model_1 in medium?",v7,v21,22,model_1,medium
q1039,"As of day 16, what was true about model_25 in medium?",v8,v28,16,model_25,medium
q1040,"As of day 28, what was true about model_1 in medium?",v9,v21,28,model_1,medium
q1041,"As of day 4, what was true about incident_6 in fast?",v2,v38,4,incident_6,fast
q1042,"As of day 27, what was true about status_18 in fast?",v17,v41,27,status_18,fast
q1043,"As of day 58, what was true about docs_9 in fast?",v34,v36,58,docs_9,fast
q1044,"As of day 41, what was true about docs_12 in fast?",v25,v36,41,docs_12,fast
q1045,"As of day 17, what was true about incident_21 in fast?",v12,v39,17,incident_21,fast
q1046,"As of day 25, what was true about status_3 in fast?",v18,v41,25,status_3,fast
q1047,"As of day 1, what was true about api_9 in medium?",v1,v19,1,api_9,medium
q1048,"As of day 22, what was true about model_6 in medium?",v5,v21,22,model_6,medium
q1049,"As of day 26, what was true about model_11 in medium?",v14,v31,26,model_11,medium
q1050,"As of day 7, what was true about api_23 in medium?",v3,v16,7,api_23,medium
q1051,"As of day 27, what was true about api_28 in medium?",v8,v22,27,api_28,medium
q1052,"As of day 46, what was true about model_14 in medium?",v13,v22,46,model_14,medium
q1054,"As of day 46, what was true about api_14 in medium?",v3,v18,46,api_14,medium
q1055,"As of day 35, what was true about model_29 in medium?",v19,v24,35,model_29,medium
q1056,"As of day 1, what was true about api_29 in medium?",v1,v25,1,api_29,medium
q1057,"As of day 56, what was true about spec_8 in slow?",v1,v22,56,spec_8,slow
q1058,"As of day 16, what was true about status_8 in fast?",v10,v41,16,status_8,fast
q1059,"As of day 41, what was true about status_20 in fast?",v26,v37,41,status_20,fast
q1060,"As of day 12, what was true about spec_28 in slow?",v2,v16,12,spec_28,slow
q1061,"As of day 11, what was true about model_25 in medium?",v5,v28,11,model_25,medium
q1062,"As of day 37, what was true about status_24 in fast?",v24,v47,37,status_24,fast
q1063,"As of day 38, what was true about status_0 in fast?",v28,v39,38,status_0,fast
q1064,"As of day 34, what was true about model_25 in medium?",v17,v28,34,model_25,medium
q1065,"As of day 42, what was true about status_17 in fast?",v21,v32,42,status_17,fast
q1066,"As of day 10, what was true about docs_16 in fast?",v5,v36,10,docs_16,fast
q1067,"As of day 50, what was true about api_9 in medium?",v1,v19,50,api_9,medium
q1068,"As of day 31, what was true about incident_6 in fast?",v17,v38,31,incident_6,fast
q1069,"As of day 31, what was true about pricing_10 in medium?",v11,v24,31,pricing_10,medium
q1070,"As of day 55, what was true about api_24 in medium?",v24,v26,55,api_24,medium
q1071,"As of day 5, what was true about hardware_2 in slow?",v1,v13,5,hardware_2,slow
q1072,"As of day 58, what was true about incident_15 in fast?",v36,v38,58,incident_15,fast
q1073,"As of day 25, what was true about docs_9 in fast?",v16,v36,25,docs_9,fast
q1074,"As of day 44, what was true about model_29 in medium?",v21,v24,44,model_29,medium
q1075,"As of day 49, what was true about model_4 in medium?",v18,v29,49,model_4,medium
q1076,"As of day 33, what was true about incident_20 in fast?",v19,v34,33,incident_20,fast
q1077,"As of day 51, what was true about model_22 in medium?",v23,v27,51,model_22,medium
q1078,"As of day 55, what was true about api_16 in medium?",v33,v35,55,api_16,medium
q1079,"As of day 3, what was true about incident_14 in fast?",v2,v45,3,incident_14,fast
q1080,"As of day 55, what was true about docs_13 in fast?",v39,v42,55,docs_13,fast
q1081,"As of day 10, what was true about api_20 in medium?",v6,v20,10,api_20,medium
q1082,"As of day 1, what was true about spec_5 in slow?",v1,v13,1,spec_5,slow
q1083,"As of day 39, what was true about model_19 in medium?",v10,v23,39,model_19,medium
q1084,"As of day 48, what was true about pricing_19 in medium?",v19,v22,48,pricing_19,medium
q1085,"As of day 49, what was true about incident_8 in fast?",v33,v45,49,incident_8,fast
