question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
ambig_incident_16_6,"As of day 6, what is currently true about incident_16 in fast?",v4,v35,6,incident_16,fast
ambig_docs_11_49,"As of day 49, what is currently true about docs_11 in fast?",v29,v36,49,docs_11,fast
ambig_sts_10_33,"As of day 33, what is currently true about sts_10 in fast?",v10,v50,33,sts_10,fast
ambig_sts_1_37,"As of day 37, what is currently true about sts_1 in fast?",v2,v52,37,sts_1,fast
ambig_incident_14_53,"As of day 53, what is currently true about incident_14 in fast?",v38,v45,53,incident_14,fast
ambig_mdl_2_38,"As of day 38, what is currently true about mdl_2 in medium?",v4,v10,38,mdl_2,medium
ambig_pricing_17_10,"As of day 10, what is currently true about pricing_17 in medium?",v6,v26,10,pricing_17,medium
ambig_sts_1_6,"As of day 6, what is currently true about sts_1 in fast?",v2,v52,6,sts_1,fast
ambig_status_14_34,"As of day 34, what is currently true about status_14 in fast?",v24,v40,34,status_14,fast
ambig_mdl_1_40,"As of day 40, what is currently true about mdl_1 in medium?",v3,v20,40,mdl_1,medium
ambig_docs_3_12,"As of day 12, what is currently true about docs_3 in fast?",v6,v42,12,docs_3,fast
ambig_inc_21_22,"As of day 22, what is currently true about inc_21 in fast?",v1,v48,22,inc_21,fast
ambig_doc_5_44,"As of day 44, what is currently true about doc_5 in fast?",v1,v46,44,doc_5,fast
ambig_inc_6_26,"As of day 26, what is currently true about inc_6 in fast?",v2,v52,26,inc_6,fast
ambig_pricing_2_48,"As of day 48, what is currently true about pricing_2 in medium?",v23,v29,48,pricing_2,medium
ambig_mdl_14_23,"As of day 23, what is currently true about mdl_14 in medium?",v4,v21,23,mdl_14,medium
ambig_docs_14_53,"As of day 53, what is currently true about docs_14 in fast?",v27,v31,53,docs_14,fast
ambig_inc_6_41,"As of day 41, what is currently true about inc_6 in fast?",v2,v52,41,inc_6,fast
ambig_incident_21_38,"As of day 38, what is currently true about incident_21 in fast?",v28,v39,38,incident_21,fast
ambig_model_14_26,"As of day 26, what is currently true about model_14 in medium?",v8,v22,26,model_14,medium
ambig_incident_4_18,"As of day 18, what is currently true about incident_4 in fast?",v14,v44,18,incident_4,fast
ambig_docs_9_39,"As of day 39, what is currently true about docs_9 in fast?",v21,v36,39,docs_9,fast
ambig_spec_8_1,"As of day 1, what is currently true about spec_8 in slow?",v1,v22,1,spec_8,slow
ambig_mdl_0_45,"As of day 45, what is currently true about mdl_0 in medium?",v1,v20,45,mdl_0,medium
ambig_docs_3_59,"As of day 59, what is currently true about docs_3 in fast?",v30,v42,59,docs_3,fast
ambig_api3_11,"As of day 11, what is currently true about api3 in medium?",v1,v10,11,api3,medium
ambig_status_18_2,"As of day 2, what is currently true about status_18 in fast?",v2,v41,2,status_18,fast
ambig_incident_28_41,"As of day 41, what is currently true about incident_28 in fast?",v30,v45,41,incident_28,fast
ambig_doc_11_24,"As of day 24, what is currently true about doc_11 in fast?",v1,v50,24,doc_11,fast
ambig_inc_24_17,"As of day 17, what is currently true about inc_24 in fast?",v1,v47,17,inc_24,fast
ambig_docs_0_2,"As of day 2, what is currently true about docs_0 in fast?",v2,v41,2,docs_0,fast
ambig_status_5_43,"As of day 43, what is currently true about status_5 in fast?",v30,v40,43,status_5,fast
ambig_spec_11_55,"As of day 55, what is currently true about spec_11 in slow?",v5,v20,55,spec_11,slow
ambig_status_16_35,"As of day 35, what is currently true about status_16 in fast?",v21,v34,35,status_16,fast
ambig_status_28_53,"As of day 53, what is currently true about status_28 in fast?",v41,v47,53,status_28,fast
ambig_api_16_37,"As of day 37, what is currently true about api_16 in medium?",v7,v35,37,api_16,medium
ambig_hardware_4_1,"As of day 1, what is currently true about hardware_4 in slow?",v1,v14,1,hardware_4,slow
ambig_doc_10_48,"As of day 48, what is currently true about doc_10 in fast?",v6,v50,48,doc_10,fast
ambig_model_6_15,"As of day 15, what is currently true about model_6 in medium?",v4,v21,15,model_6,medium
ambig_model_16_9,"As of day 9, what is currently true about model_16 in medium?",v4,v33,9,model_16,medium
ambig_docs_10_41,"As of day 41, what is currently true about docs_10 in fast?",v25,v33,41,docs_10,fast
ambig_hardware_2_32,"As of day 32, what is currently true about hardware_2 in slow?",v5,v13,32,hardware_2,slow
ambig_status_23_24,"As of day 24, what is currently true about status_23 in fast?",v16,v43,24,status_23,fast
ambig_doc_18_26,"As of day 26, what is currently true about doc_18 in fast?",v1,v49,26,doc_18,fast
ambig_inc_8_2,"As of day 2, what is currently true about inc_8 in fast?",v1,v46,2,inc_8,fast
ambig_pricing_16_30,"As of day 30, what is currently true about pricing_16 in medium?",v14,v25,30,pricing_16,medium
ambig_model_4_19,"As of day 19, what is currently true about model_4 in medium?",v10,v29,19,model_4,medium
ambig_incident_11_49,"As of day 49, what is currently true about incident_11 in fast?",v29,v34,49,incident_11,fast
ambig_status_0_43,"As of day 43, what is currently true about status_0 in fast?",v29,v39,43,status_0,fast
ambig_docs_3_32,"As of day 32, what is currently true about docs_3 in fast?",v14,v42,32,docs_3,fast
ambig_hardware_18_47,"As of day 47, what is currently true about hardware_18 in slow?",v12,v20,47,hardware_18,slow
ambig_sts12_13,"As of day 13, what is currently true about sts12 in fast?",v1,v42,13,sts12,fast
ambig_sts_4_3,"As of day 3, what is currently true about sts_4 in fast?",v1,v51,3,sts_4,fast
ambig_api_3_8,"As of day 8, what is currently true about api_3 in medium?",v2,v25,8,api_3,medium
ambig_model_8_44,"As of day 44, what is currently true about model_8 in medium?",v15,v23,44,model_8,medium
ambig_doc_1_57,"As of day 57, what is currently true about doc_1 in fast?",v2,v50,57,doc_1,fast
ambig_docs_19_43,"As of day 43, what is currently true about docs_19 in fast?",v26,v37,43,docs_19,fast
ambig_api_4_28,"As of day 28, what is currently true about api_4 in medium?",v9,v21,28,api_4,medium
ambig_incident_13_17,"As of day 17, what is currently true about incident_13 in fast?",v9,v44,17,incident_13,fast
ambig_inc_22_19,"As of day 19, what is currently true about inc_22 in fast?",v5,v48,19,inc_22,fast
ambig_pricing_0_45,"As of day 45, what is currently true about pricing_0 in medium?",v16,v23,45,pricing_0,medium
ambig_inc_0_41,"As of day 41, what is currently true about inc_0 in fast?",v1,v45,41,inc_0,fast
ambig_sts_20_39,"As of day 39, what is currently true about sts_20 in fast?",v1,v50,39,sts_20,fast
ambig_hardware_13_40,"As of day 40, what is currently true about hardware_13 in slow?",v7,v14,40,hardware_13,slow
ambig_spec_15_1,"As of day 1, what is currently true about spec_15 in slow?",v1,v20,1,spec_15,slow
ambig_sts_2_31,"As of day 31, what is currently true about sts_2 in fast?",v2,v47,31,sts_2,fast
ambig_doc_18_58,"As of day 58, what is currently true about doc_18 in fast?",v1,v49,58,doc_18,fast
ambig_status_13_59,"As of day 59, what is currently true about status_13 in fast?",v26,v50,59,status_13,fast
ambig_status_19_2,"As of day 2, what is currently true about status_19 in fast?",v1,v42,2,status_19,fast
ambig_api_1_4,"As of day 4, what is currently true about api_1 in medium?",v1,v17,4,api_1,medium
ambig_hardware_29_26,"As of day 26, what is currently true about hardware_29 in slow?",v5,v18,26,hardware_29,slow
ambig_api_8_36,"As of day 36, what is currently true about api_8 in medium?",v3,v27,36,api_8,medium
ambig_pricing_3_26,"As of day 26, what is currently true about pricing_3 in medium?",v14,v28,26,pricing_3,medium
ambig_hardware_0_31,"As of day 31, what is currently true about hardware_0 in slow?",v9,v15,31,hardware_0,slow
ambig_incident_22_34,"As of day 34, what is currently true about incident_22 in fast?",v18,v34,34,incident_22,fast
ambig_sts8_46,"As of day 46, what is currently true about sts8 in fast?",v1,v47,46,sts8,fast
ambig_sts16_16,"As of day 16, what is currently true about sts16 in fast?",v1,v47,16,sts16,fast
ambig_sts4_4,"As of day 4, what is currently true about sts4 in fast?",v1,v44,4,sts4,fast
ambig_docs_11_32,"As of day 32, what is currently true about docs_11 in fast?",v16,v36,32,docs_11,fast
ambig_hardware_29_12,"As of day 12, what is currently true about hardware_29 in slow?",v3,v18,12,hardware_29,slow
ambig_docs_6_25,"As of day 25, what is currently true about docs_6 in fast?",v12,v28,25,docs_6,fast
ambig_mdl_3_8,"As of day 8, what is currently true about mdl_3 in medium?",v3,v20,8,mdl_3,medium
ambig_sts15_50,"As of day 50, what is currently true about sts15 in fast?",v1,v51,50,sts15,fast
ambig_pricing_18_22,"As of day 22, what is currently true about pricing_18 in medium?",v9,v23,22,pricing_18,medium
ambig_incident_7_51,"As of day 51, what is currently true about incident_7 in fast?",v30,v36,51,incident_7,fast
ambig_inc_18_29,"As of day 29, what is currently true about inc_18 in fast?",v1,v48,29,inc_18,fast
ambig_model_18_4,"As of day 4, what is currently true about model_18 in medium?",v1,v23,4,model_18,medium
ambig_doc_11_15,"As of day 15, what is currently true about doc_11 in fast?",v1,v50,15,doc_11,fast
ambig_status_29_4,"As of day 4, what is currently true about status_29 in fast?",v2,v39,4,status_29,fast
ambig_api0_24,"As of day 24, what is currently true about api0 in medium?",v1,v13,24,api0,medium
ambig_incident_8_15,"As of day 15, what is currently true about incident_8 in fast?",v13,v45,15,incident_8,fast
ambig_mdl_3_39,"As of day 39, what is currently true about mdl_3 in medium?",v5,v20,39,mdl_3,medium
ambig_inc_13_59,"As of day 59, what is currently true about inc_13 in fast?",v2,v47,59,inc_13,fast
ambig_sts18_40,"As of day 40, what is currently true about sts18 in fast?",v1,v47,40,sts18,fast
ambig_incident_27_16,"As of day 16, what is currently true about incident_27 in fast?",v13,v47,16,incident_27,fast
ambig_spec_12_3,"As of day 3, what is currently true about spec_12 in slow?",v1,v7,3,spec_12,slow
ambig_sts_4_2,"As of day 2, what is currently true about sts_4 in fast?",v1,v51,2,sts_4,fast
ambig_sts_13_49,"As of day 49, what is currently true about sts_13 in fast?",v6,v51,49,sts_13,fast
ambig_inc_8_37,"As of day 37, what is currently true about inc_8 in fast?",v1,v46,37,inc_8,fast
ambig_pricing_18_27,"As of day 27, what is currently true about pricing_18 in medium?",v12,v23,27,pricing_18,medium
ambig_sts12_54,"As of day 54, what is currently true about sts12 in fast?",v1,v42,54,sts12,fast
ambig_status_8_3,"As of day 3, what is currently true about status_8 in fast?",v2,v41,3,status_8,fast
ambig_sts_0_21,"As of day 21, what is currently true about sts_0 in fast?",v3,v47,21,sts_0,fast
ambig_doc_6_24,"As of day 24, what is currently true about doc_6 in fast?",v2,v44,24,doc_6,fast
ambig_sts12_25,"As of day 25, what is currently true about sts12 in fast?",v1,v42,25,sts12,fast
ambig_model_23_48,"As of day 48, what is currently true about model_23 in medium?",v26,v30,48,model_23,medium
ambig_docs_5_55,"As of day 55, what is currently true about docs_5 in fast?",v32,v36,55,docs_5,fast
ambig_incident_20_13,"As of day 13, what is currently true about incident_20 in fast?",v8,v34,13,incident_20,fast
ambig_pricing_8_32,"As of day 32, what is currently true about pricing_8 in medium?",v10,v25,32,pricing_8,medium
ambig_api_4_36,"As of day 36, what is currently true about api_4 in medium?",v9,v21,36,api_4,medium
ambig_sts17_26,"As of day 26, what is currently true about sts17 in fast?",v1,v43,26,sts17,fast
ambig_api_6_22,"As of day 22, what is currently true about api_6 in medium?",v8,v29,22,api_6,medium
ambig_inc_10_14,"As of day 14, what is currently true about inc_10 in fast?",v4,v50,14,inc_10,fast
ambig_status_9_17,"As of day 17, what is currently true about status_9 in fast?",v10,v42,17,status_9,fast
ambig_pricing_16_25,"As of day 25, what is currently true about pricing_16 in medium?",v10,v25,25,pricing_16,medium
ambig_sts3_54,"As of day 54, what is currently true about sts3 in fast?",v1,v42,54,sts3,fast
ambig_doc_16_35,"As of day 35, what is currently true about doc_16 in fast?",v8,v51,35,doc_16,fast
ambig_spec_27_13,"As of day 13, what is currently true about spec_27 in slow?",v3,v15,13,spec_27,slow
ambig_inc_4_19,"As of day 19, what is currently true about inc_4 in fast?",v2,v49,19,inc_4,fast
ambig_docs_4_41,"As of day 41, what is currently true about docs_4 in fast?",v23,v49,41,docs_4,fast
ambig_incident_11_36,"As of day 36, what is currently true about incident_11 in fast?",v20,v34,36,incident_11,fast
ambig_status_10_25,"As of day 25, what is currently true about status_10 in fast?",v14,v37,25,status_10,fast
ambig_status_21_1,"As of day 1, what is currently true about status_21 in fast?",v1,v48,1,status_21,fast
ambig_status_20_5,"As of day 5, what is currently true about status_20 in fast?",v5,v37,5,status_20,fast
ambig_model_23_32,"As of day 32, what is currently true about model_23 in medium?",v16,v30,32,model_23,medium
ambig_spec_2_49,"As of day 49, what is currently true about spec_2 in slow?",v1,v11,49,spec_2,slow
ambig_inc_7_14,"As of day 14, what is currently true about inc_7 in fast?",v2,v48,14,inc_7,fast
ambig_incident_11_37,"As of day 37, what is currently true about incident_11 in fast?",v21,v34,37,incident_11,fast
ambig_doc_9_32,"As of day 32, what is currently true about doc_9 in fast?",v5,v46,32,doc_9,fast
ambig_api_6_16,"As of day 16, what is currently true about api_6 in medium?",v3,v29,16,api_6,medium
ambig_incident_4_33,"As of day 33, what is currently true about incident_4 in fast?",v21,v44,33,incident_4,fast
ambig_status_3_12,"As of day 12, what is currently true about status_3 in fast?",v9,v41,12,status_3,fast
ambig_status_0_6,"As of day 6, what is currently true about status_0 in fast?",v3,v39,6,status_0,fast
ambig_model_18_1,"As of day 1, what is currently true about model_18 in medium?",v1,v23,1,model_18,medium
ambig_api_24_24,"As of day 24, what is currently true about api_24 in medium?",v11,v26,24,api_24,medium
ambig_status_15_26,"As of day 26, what is currently true about status_15 in fast?",v12,v36,26,status_15,fast
ambig_status_8_22,"As of day 22, what is currently true about status_8 in fast?",v13,v41,22,status_8,fast
ambig_hardware_17_23,"As of day 23, what is currently true about hardware_17 in slow?",v7,v14,23,hardware_17,slow
ambig_hardware_25_19,"As of day 19, what is currently true about hardware_25 in slow?",v6,v19,19,hardware_25,slow
ambig_spec_11_6,"As of day 6, what is currently true about spec_11 in slow?",v1,v20,6,spec_11,slow
ambig_incident_10_4,"As of day 4, what is currently true about incident_10 in fast?",v2,v43,4,incident_10,fast
ambig_model_8_22,"As of day 22, what is currently true about model_8 in medium?",v10,v23,22,model_8,medium
ambig_pricing_11_4,"As of day 4, what is currently true about pricing_11 in medium?",v2,v24,4,pricing_11,medium
ambig_sts8_8,"As of day 8, what is currently true about sts8 in fast?",v1,v47,8,sts8,fast
ambig_model_4_41,"As of day 41, what is currently true about model_4 in medium?",v14,v29,41,model_4,medium
ambig_doc_14_40,"As of day 40, what is currently true about doc_14 in fast?",v1,v41,40,doc_14,fast
ambig_status_2_8,"As of day 8, what is currently true about status_2 in fast?",v6,v38,8,status_2,fast
ambig_mdl_12_18,"As of day 18, what is currently true about mdl_12 in medium?",v2,v20,18,mdl_12,medium
ambig_sts17_42,"As of day 42, what is currently true about sts17 in fast?",v1,v43,42,sts17,fast
ambig_docs_0_4,"As of day 4, what is currently true about docs_0 in fast?",v4,v41,4,docs_0,fast
ambig_api_3_2,"As of day 2, what is currently true about api_3 in medium?",v1,v25,2,api_3,medium
ambig_model_12_10,"As of day 10, what is currently true about model_12 in medium?",v6,v24,10,model_12,medium
ambig_docs_1_6,"As of day 6, what is currently true about docs_1 in fast?",v5,v40,6,docs_1,fast
ambig_status_5_28,"As of day 28, what is currently true about status_5 in fast?",v18,v40,28,status_5,fast
ambig_incident_7_30,"As of day 30, what is currently true about incident_7 in fast?",v21,v36,30,incident_7,fast
ambig_sts_4_30,"As of day 30, what is currently true about sts_4 in fast?",v1,v51,30,sts_4,fast
ambig_inc_17_35,"As of day 35, what is currently true about inc_17 in fast?",v2,v43,35,inc_17,fast
ambig_api_29_39,"As of day 39, what is currently true about api_29 in medium?",v16,v25,39,api_29,medium
ambig_api_2_34,"As of day 34, what is currently true about api_2 in medium?",v1,v12,34,api_2,medium
ambig_doc_2_22,"As of day 22, what is currently true about doc_2 in fast?",v2,v49,22,doc_2,fast
ambig_hardware_2_48,"As of day 48, what is currently true about hardware_2 in slow?",v14,v13,48,hardware_2,slow
ambig_sts_11_8,"As of day 8, what is currently true about sts_11 in fast?",v6,v50,8,sts_11,fast
ambig_doc_14_46,"As of day 46, what is currently true about doc_14 in fast?",v1,v41,46,doc_14,fast
ambig_docs_17_27,"As of day 27, what is currently true about docs_17 in fast?",v23,v48,27,docs_17,fast
ambig_api_7_45,"As of day 45, what is currently true about api_7 in medium?",v4,v23,45,api_7,medium
ambig_api_2_37,"As of day 37, what is currently true about api_2 in medium?",v1,v12,37,api_2,medium
ambig_docs_17_37,"As of day 37, what is currently true about docs_17 in fast?",v30,v48,37,docs_17,fast
ambig_inc_16_2,"As of day 2, what is currently true about inc_16 in fast?",v2,v46,2,inc_16,fast
ambig_status_8_13,"As of day 13, what is currently true about status_8 in fast?",v8,v41,13,status_8,fast
ambig_model_17_14,"As of day 14, what is currently true about model_17 in medium?",v6,v24,14,model_17,medium
ambig_docs_13_53,"As of day 53, what is currently true about docs_13 in fast?",v37,v42,53,docs_13,fast
ambig_spec_4_1,"As of day 1, what is currently true about spec_4 in slow?",v1,v18,1,spec_4,slow
ambig_hardware_10_24,"As of day 24, what is currently true about hardware_10 in slow?",v4,v10,24,hardware_10,slow
ambig_sts_11_23,"As of day 23, what is currently true about sts_11 in fast?",v11,v50,23,sts_11,fast
ambig_sts_13_20,"As of day 20, what is currently true about sts_13 in fast?",v6,v51,20,sts_13,fast
ambig_inc_12_50,"As of day 50, what is currently true about inc_12 in fast?",v1,v54,50,inc_12,fast
ambig_sts13_4,"As of day 4, what is currently true about sts13 in fast?",v1,v45,4,sts13,fast
ambig_inc_8_52,"As of day 52, what is currently true about inc_8 in fast?",v1,v46,52,inc_8,fast
ambig_docs_5_57,"As of day 57, what is currently true about docs_5 in fast?",v34,v36,57,docs_5,fast
ambig_api_18_16,"As of day 16, what is currently true about api_18 in medium?",v5,v29,16,api_18,medium
ambig_docs_17_57,"As of day 57, what is currently true about docs_17 in fast?",v39,v48,57,docs_17,fast
ambig_incident_16_43,"As of day 43, what is currently true about incident_16 in fast?",v29,v35,43,incident_16,fast
ambig_spec_1_20,"As of day 20, what is currently true about spec_1 in slow?",v2,v19,20,spec_1,slow
ambig_incident_21_52,"As of day 52, what is currently true about incident_21 in fast?",v37,v39,52,incident_21,fast
ambig_spec_25_18,"As of day 18, what is currently true about spec_25 in slow?",v6,v20,18,spec_25,slow
ambig_incident_23_39,"As of day 39, what is currently true about incident_23 in fast?",v21,v35,39,incident_23,fast
ambig_status_1_27,"As of day 27, what is currently true about status_1 in fast?",v20,v39,27,status_1,fast
ambig_status_25_13,"As of day 13, what is currently true about status_25 in fast?",v13,v48,13,status_25,fast
ambig_inc_17_49,"As of day 49, what is currently true about inc_17 in fast?",v2,v43,49,inc_17,fast
ambig_sts_8_28,"As of day 28, what is currently true about sts_8 in fast?",v2,v49,28,sts_8,fast
ambig_hw_8_22,"As of day 22, what is currently true about hw_8 in slow?",v6,v15,22,hw_8,slow
ambig_status_11_22,"As of day 22, what is currently true about status_11 in fast?",v15,v41,22,status_11,fast
ambig_sts10_13,"As of day 13, what is currently true about sts10 in fast?",v1,v46,13,sts10,fast
ambig_model_1_47,"As of day 47, what is currently true about model_1 in medium?",v17,v21,47,model_1,medium
ambig_api_8_15,"As of day 15, what is currently true about api_8 in medium?",v3,v27,15,api_8,medium
ambig_status_5_44,"As of day 44, what is currently true about status_5 in fast?",v30,v40,44,status_5,fast
ambig_sts_22_29,"As of day 29, what is currently true about sts_22 in fast?",v2,v48,29,sts_22,fast
ambig_status_24_43,"As of day 43, what is currently true about status_24 in fast?",v27,v47,43,status_24,fast
ambig_status_6_12,"As of day 12, what is currently true about status_6 in fast?",v9,v39,12,status_6,fast
ambig_status_8_48,"As of day 48, what is currently true about status_8 in fast?",v28,v41,48,status_8,fast
ambig_inc_5_7,"As of day 7, what is currently true about inc_5 in fast?",v6,v39,7,inc_5,fast
ambig_pricing_1_7,"As of day 7, what is currently true about pricing_1 in medium?",v3,v27,7,pricing_1,medium
ambig_sts_10_21,"As of day 21, what is currently true about sts_10 in fast?",v10,v50,21,sts_10,fast
ambig_spec_6_54,"As of day 54, what is currently true about spec_6 in slow?",v3,v10,54,spec_6,slow
ambig_doc_12_33,"As of day 33, what is currently true about doc_12 in fast?",v2,v45,33,doc_12,fast
ambig_status_21_10,"As of day 10, what is currently true about status_21 in fast?",v6,v48,10,status_21,fast
ambig_sts_21_10,"As of day 10, what is currently true about sts_21 in fast?",v3,v52,10,sts_21,fast
ambig_inc_17_2,"As of day 2, what is currently true about inc_17 in fast?",v2,v43,2,inc_17,fast
ambig_status_13_16,"As of day 16, what is currently true about status_13 in fast?",v6,v50,16,status_13,fast
ambig_model_5_15,"As of day 15, what is currently true about model_5 in medium?",v8,v27,15,model_5,medium
ambig_incident_3_27,"As of day 27, what is currently true about incident_3 in fast?",v15,v36,27,incident_3,fast
ambig_incident_13_6,"As of day 6, what is currently true about incident_13 in fast?",v5,v44,6,incident_13,fast
ambig_sts_15_31,"As of day 31, what is currently true about sts_15 in fast?",v1,v50,31,sts_15,fast
ambig_sts_9_56,"As of day 56, what is currently true about sts_9 in fast?",v1,v50,56,sts_9,fast
ambig_status_14_58,"As of day 58, what is currently true about status_14 in fast?",v38,v40,58,status_14,fast
ambig_inc_6_9,"As of day 9, what is currently true about inc_6 in fast?",v2,v52,9,inc_6,fast
ambig_mdl_10_40,"As of day 40, what is currently true about mdl_10 in medium?",v1,v20,40,mdl_10,medium
ambig_api_5_2,"As of day 2, what is currently true about api_5 in medium?",v1,v15,2,api_5,medium
ambig_hardware_4_55,"As of day 55, what is currently true about hardware_4 in slow?",v13,v14,55,hardware_4,slow
ambig_model_11_55,"As of day 55, what is currently true about model_11 in medium?",v28,v31,55,model_11,medium
ambig_docs_11_50,"As of day 50, what is currently true about docs_11 in fast?",v30,v36,50,docs_11,fast
ambig_api_22_49,"As of day 49, what is currently true about api_22 in medium?",v18,v24,49,api_22,medium
ambig_hardware_9_45,"As of day 45, what is currently true about hardware_9 in slow?",v14,v18,45,hardware_9,slow
ambig_sts_22_34,"As of day 34, what is currently true about sts_22 in fast?",v2,v48,34,sts_22,fast
ambig_sts_1_26,"As of day 26, what is currently true about sts_1 in fast?",v2,v52,26,sts_1,fast
ambig_docs_7_27,"As of day 27, what is currently true about docs_7 in fast?",v22,v40,27,docs_7,fast
ambig_inc_17_57,"As of day 57, what is currently true about inc_17 in fast?",v2,v43,57,inc_17,fast
ambig_incident_24_33,"As of day 33, what is currently true about incident_24 in fast?",v23,v41,33,incident_24,fast
ambig_hardware_9_14,"As of day 14, what is currently true about hardware_9 in slow?",v4,v18,14,hardware_9,slow
ambig_pricing_6_18,"As of day 18, what is currently true about pricing_6 in medium?",v6,v26,18,pricing_6,medium
ambig_mdl_5_6,"As of day 6, what is currently true about mdl_5 in medium?",v1,v24,6,mdl_5,medium
ambig_model_11_43,"As of day 43, what is currently true about model_11 in medium?",v21,v31,43,model_11,medium
ambig_incident_5_22,"As of day 22, what is currently true about incident_5 in fast?",v16,v41,22,incident_5,fast
ambig_spec_2_20,"As of day 20, what is currently true about spec_2 in slow?",v1,v11,20,spec_2,slow
ambig_incident_1_24,"As of day 24, what is currently true about incident_1 in fast?",v15,v35,24,incident_1,fast
ambig_model_3_58,"As of day 58, what is currently true about model_3 in medium?",v18,v19,58,model_3,medium
ambig_api_24_35,"As of day 35, what is currently true about api_24 in medium?",v17,v26,35,api_24,medium
ambig_sts_3_37,"As of day 37, what is currently true about sts_3 in fast?",v2,v50,37,sts_3,fast
ambig_status_19_12,"As of day 12, what is currently true about status_19 in fast?",v10,v42,12,status_19,fast
ambig_inc_20_24,"As of day 24, what is currently true about inc_20 in fast?",v3,v50,24,inc_20,fast
ambig_status_12_18,"As of day 18, what is currently true about status_12 in fast?",v10,v35,18,status_12,fast
ambig_docs_5_20,"As of day 20, what is currently true about docs_5 in fast?",v10,v36,20,docs_5,fast
ambig_sts_9_16,"As of day 16, what is currently true about sts_9 in fast?",v1,v50,16,sts_9,fast
ambig_docs_1_48,"As of day 48, what is currently true about docs_1 in fast?",v28,v40,48,docs_1,fast
ambig_inc_14_6,"As of day 6, what is currently true about inc_14 in fast?",v1,v45,6,inc_14,fast
ambig_status_23_44,"As of day 44, what is currently true about status_23 in fast?",v30,v43,44,status_23,fast
ambig_spec_4_5,"As of day 5, what is currently true about spec_4 in slow?",v2,v18,5,spec_4,slow
ambig_prc_4_17,"As of day 17, what is currently true about prc_4 in medium?",v2,v18,17,prc_4,medium
ambig_inc_2_57,"As of day 57, what is currently true about inc_2 in fast?",v15,v49,57,inc_2,fast
ambig_api_20_29,"As of day 29, what is currently true about api_20 in medium?",v12,v20,29,api_20,medium
ambig_status_22_52,"As of day 52, what is currently true about status_22 in fast?",v31,v38,52,status_22,fast
ambig_inc_14_54,"As of day 54, what is currently true about inc_14 in fast?",v1,v45,54,inc_14,fast
ambig_sts18_50,"As of day 50, what is currently true about sts18 in fast?",v1,v47,50,sts18,fast
ambig_prc_3_39,"As of day 39, what is currently true about prc_3 in medium?",v2,v22,39,prc_3,medium
ambig_status_7_17,"As of day 17, what is currently true about status_7 in fast?",v9,v40,17,status_7,fast
ambig_mdl_5_4,"As of day 4, what is currently true about mdl_5 in medium?",v1,v24,4,mdl_5,medium
ambig_model_2_31,"As of day 31, what is currently true about model_2 in medium?",v10,v19,31,model_2,medium
ambig_doc_3_18,"As of day 18, what is currently true about doc_3 in fast?",v7,v50,18,doc_3,fast
ambig_model_7_31,"As of day 31, what is currently true about model_7 in medium?",v13,v20,31,model_7,medium
ambig_hardware_1_14,"As of day 14, what is currently true about hardware_1 in slow?",v4,v18,14,hardware_1,slow
ambig_docs_17_28,"As of day 28, what is currently true about docs_17 in fast?",v23,v48,28,docs_17,fast
ambig_api_16_6,"As of day 6, what is currently true about api_16 in medium?",v2,v35,6,api_16,medium
ambig_inc_2_53,"As of day 53, what is currently true about inc_2 in fast?",v15,v49,53,inc_2,fast
ambig_model_22_1,"As of day 1, what is currently true about model_22 in medium?",v1,v27,1,model_22,medium
ambig_status_15_10,"As of day 10, what is currently true about status_15 in fast?",v4,v36,10,status_15,fast
ambig_inc_9_58,"As of day 58, what is currently true about inc_9 in fast?",v3,v45,58,inc_9,fast
ambig_hw_13_57,"As of day 57, what is currently true about hw_13 in slow?",v7,v13,57,hw_13,slow
ambig_model_28_38,"As of day 38, what is currently true about model_28 in medium?",v22,v32,38,model_28,medium
ambig_docs_13_45,"As of day 45, what is currently true about docs_13 in fast?",v31,v42,45,docs_13,fast
ambig_sts_0_24,"As of day 24, what is currently true about sts_0 in fast?",v3,v47,24,sts_0,fast
ambig_sts_15_44,"As of day 44, what is currently true about sts_15 in fast?",v1,v50,44,sts_15,fast
ambig_sts_6_7,"As of day 7, what is currently true about sts_6 in fast?",v1,v43,7,sts_6,fast
ambig_hardware_19_47,"As of day 47, what is currently true about hardware_19 in slow?",v10,v16,47,hardware_19,slow
ambig_docs_5_22,"As of day 22, what is currently true about docs_5 in fast?",v11,v36,22,docs_5,fast
ambig_docs_9_13,"As of day 13, what is currently true about docs_9 in fast?",v10,v36,13,docs_9,fast
ambig_docs_15_34,"As of day 34, what is currently true about docs_15 in fast?",v21,v38,34,docs_15,fast
ambig_incident_27_37,"As of day 37, what is currently true about incident_27 in fast?",v31,v47,37,incident_27,fast
ambig_doc_12_19,"As of day 19, what is currently true about doc_12 in fast?",v2,v45,19,doc_12,fast
ambig_sts10_44,"As of day 44, what is currently true about sts10 in fast?",v1,v46,44,sts10,fast
ambig_sts15_55,"As of day 55, what is currently true about sts15 in fast?",v1,v51,55,sts15,fast
ambig_inc_7_24,"As of day 24, what is currently true about inc_7 in fast?",v2,v48,24,inc_7,fast
ambig_docs_19_2,"As of day 2, what is currently true about docs_19 in fast?",v2,v37,2,docs_19,fast
ambig_docs_19_29,"As of day 29, what is currently true about docs_19 in fast?",v20,v37,29,docs_19,fast
